facility_code,facility_name,facility_major_type,facility_type,facility_category,ownership_major,is_private,is_licensed,city_raw,city_norm,barangay,service_capability,doh_level,service_level_weight,bed_capacity,license_status
DOH000000000001919,CARDINAL SANTOS MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,CITY OF SAN JUAN,SAN JUAN,GREENHILLS,Level 3,3,4.0,297,Licensing Status:With License
DOH000000000040109,CARDINAL SANTOS MEDICAL CENTER (CARTRIDGE - BASED PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Private,1,1,CITY OF SAN JUAN,SAN JUAN,GREENHILLS,,0,1.0,0,Licensing Status:With License
DOH000000000039561,CARDINAL SANTOS MEDICAL CENTER (RT-PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Private,1,1,CITY OF SAN JUAN,SAN JUAN,GREENHILLS,,0,1.0,0,Licensing Status:With License
DOH000000000053050,CARE FORCE CENTER INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,Licensing Status:With License
DOH000000000045374,CARE+CENTER,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,0,Licensing Status:With License
DOH000000000044396,CARE+CENTER,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SOCORRO,,0,1.5,0,Licensing Status:With License
DOH000000000054689,CAREFIRST DIALYSIS CENTER,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,TUNASAN,,0,2.0,0,Licensing Status:With License
DOH000000000043264,CAREPOINT MEDICAL DIAGNOSTIC AND WELLNESS CLINIC,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,ERMITA,MANILA,BARANGAY 666,,0,1.0,0,Licensing Status:With License
DOH000000000049437,"CAREPOINT MEDICAL, DIAGNOSTIC AND WELLNESS CLINIC",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,ERMITA,MANILA,BARANGAY 666,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000052118,CAREVIEW CORPORATION,Health Facility,Cancer Treatment Facility,other,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,2.0,0,Licensing Status:With License
DOH000000000041631,CAREWINDS DIALYSIS CENTER CORPORATION,Health Facility,Dialysis Clinic,dialysis,Private,1,1,QUEZON CITY,QUEZON CITY,SOUTH TRIANGLE,,0,2.0,0,Licensing Status:With License
DOH000000000054763,CAREWISE DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF VALENZUELA,VALENZUELA,DALANDANAN,,0,1.5,0,Licensing Status:With License
DOH000000000000809,CARMONA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MAKATI,MAKATI,CARMONA,,0,1.5,0,
DOH000000000044426,"CASA MEDICA, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,ALMANZA UNO,,0,1.5,0,Licensing Status:With License
DOH000000000049438,"CASA MEDICA, INCORPORATED",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,ALMANZA UNO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040505,CATHEDRAL DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,FAIRVIEW,,0,1.5,0,Licensing Status:With License
DOH000000000007282,CATMON SUPER HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MALABON,MALABON,CATMON,,0,1.5,0,
DOH000000000040496,CATTLEYA LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,RIZAL,,0,1.5,4,Licensing Status:With License
DOH000000000044188,CAYBIGA SATELLITE CENTER,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 166,,0,1.5,0,
DOH000000000050476,CB MEDICAL SERVICE CENTER CORPORATION,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MALABON,MALABON,SAN AGUSTIN,,0,2.0,0,Licensing Status:With License
DOH000000000048149,CBZ MEDICAL CLINIC,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,MALATE,MANILA,BARANGAY 695,,0,1.0,0,Licensing Status:With License
DOH000000000049440,CBZ MEDICAL CLINIC &AMP; DRUG TESTING CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,ERMITA,MANILA,BARANGAY 670,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000051381,CCLC MEDICAL CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 171,,0,1.5,2,Licensing Status:With License
DOH000000000039225,CCM CLINICAL LABORATORY &AMP; DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,ALMANZA UNO,,0,1.5,0,Licensing Status:With License
DOH000000000049441,CCM CLINICAL LABORATORY AND DIAGNOSTIC CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,ALMANZA UNO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040555,CECILIA GUEVARRA MATERNITY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF NAVOTAS,NAVOTAS,DAANGHARI,,0,1.5,2,Licensing Status:With License
DOH000000000040662,CELZA88 LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,UPPER BICUTAN,,0,1.5,2,Licensing Status:With License
DOH000000000009050,CEMBO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,CEMBO,,0,1.5,0,
DOH000000000052680,CENTER FOR ADVANCED AESTHETICS,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,TEACHERS VILLAGE WEST,,0,1.5,0,Licensing Status:With License
DOH000000000000701,"CENTER FOR DIALYSIS, HEALTHY LIFESTYLE, AMBULATORY SURGERY, MATERNITY CLINIC AND NEWBORN CARE OF PASIG CITY (CHAMP)",Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,SAN NICOLAS (POB.),,0,1.5,0,Licensing Status:With License
DOH000000000049442,"CENTER FOR HEALTH SERVICES, INC. (CHSI)",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PASIG,PASIG,SAN ANTONIO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039323,"CENTER FOR HEALTH SERVICES, INC. - MANDALUYONG",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,WACK-WACK GREENHILLS,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000041019,"CENTER FOR HEALTH SERVICES, INC. - PASIG",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,SAN ANTONIO,,0,1.5,0,Licensing Status:With License
DOH000000000048150,"CENTERPORT MEDICAL SERVICES, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,ERMITA,MANILA,BARANGAY 667,,0,1.0,0,Licensing Status:With License
DOH000000000009483,CENTRAL BICUTAN HEALTH CENTER DPWH,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,CENTRAL BICUTAN,,0,1.5,0,
DOH000000000004530,CENTRAL BICUTAN HEALTH CENTER OSANO,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,CENTRAL BICUTAN,,0,1.5,0,
DOH000000000029730,CENTRAL BICUTAN OSANO SUPER HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,CENTRAL BICUTAN,,0,1.5,0,
DOH000000000040479,CENTRAL BICUTAN SUPER HEALTH CENTER,Health Facility,Birthing Home,birthing,Government,0,1,CITY OF TAGUIG,TAGUIG,CENTRAL BICUTAN,,0,1.5,2,Licensing Status:With License
DOH000000000049444,CENTRAL MEDICAL DRUG TESTING CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,TALIPAPA,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040730,CENTRAL MEDICAL LABORATORY&AMP; ASTHMA THERAPY - NOVALICHES,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,0,Licensing Status:With License
DOH000000000027877,CENTRAL SIGNAL HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,CENTRAL SIGNAL VILLAGE,,0,1.5,0,
DOH000000000039162,"CENTRALLE MEDICAL DIAGNOSTICS & POLYCLINIC, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 175,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000039158,"CENTRALLE MEDICAL DIAGNOSTICS &AMP; POLYCLINIC, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 110,Level 3,3,4.0,0,Licensing Status:With License
DOH000000000040409,"CENTRALLE MEDICAL DIAGNOSTICS &AMP; POLYCLINIC, INC. - CAMARIN",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 171,,0,1.5,0,Licensing Status:With License
DOH000000000041115,"CENTRALLE MEDICAL DIAGNOSTICS &AMP; POLYCLINIC, INC. - PASAY",Health Facility,Clinical Laboratory,clinic,Private,1,1,PASAY CITY,PASAY,BARANGAY 93,,0,1.5,0,Licensing Status:With License
DOH000000000040944,"CENTRALLE MEDICAL DIAGNOSTICS &AMP; POLYCLINIC, INC. - VALENZUELA",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF VALENZUELA,VALENZUELA,PASO DE BLAS,,0,1.5,0,Licensing Status:With License
DOH000000000049446,CENTRALLE MEDICAL DIAGNOSTICS AND POLYCLINIC INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,PASAY CITY,PASAY,BARANGAY 93,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049445,CENTRALLE MEDICAL DIAGNOSTICS AND POLYCLINIC INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF VALENZUELA,VALENZUELA,PASO DE BLAS,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049447,"CENTRALLE MEDICAL DIAGNOSTICS AND POLYCLINIC, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 110,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039638,"CENTRE MEDICALE INTERNATIONALE, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,1.5,0,Licensing Status:With License
DOH000000000049448,CENTRO ESCOLAR UNIVERSITY CLINICAL LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,SAMPALOC,MANILA,BARANGAY 570,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040887,CENTRO MEDICAL &AMP; LABORATORY CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,Licensing Status:With License
DOH000000000049449,CENTRO MEDICAL AND LABORATORY CLINIC,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039290,CERVO DRUGSTORE AND MEDICAL CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,EAST REMBO,,0,1.5,0,Licensing Status:With License
DOH000000000053086,CFD HEALTH CARE CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 168,,0,1.5,0,Licensing Status:With License
DOH000000000041027,CHAMP CLINICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,SAN NICOLAS (POB.),,0,1.5,0,Licensing Status:With License
DOH000000000040391,CHE MIDWIFE LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF PASIG,PASIG,SANTOLAN,,0,1.5,1,Licensing Status:With License
DOH000000000053085,"CHECKPOINT LABS, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.5,0,Licensing Status:With License
DOH000000000047469,CHEMISTRY LABORATORY - STANDARDS AND TESTING DIVISION,Health Facility,Laboratory for Drinking Water Analysis,laboratory,Government,0,1,CITY OF TAGUIG,TAGUIG,LOWER BICUTAN,,0,1.0,0,Licensing Status:With License
DOH000000000047472,"CHEMPRO ANALYTICAL SERVICES LABORATORIES, INC.",Health Facility,Laboratory for Drinking Water Analysis,laboratory,Private,1,1,CITY OF PASIG,PASIG,ORANBO,,0,1.0,0,Licensing Status:With License
DOH000000000049450,CHERRY LAB DIAGNOSTICS AND MEDICAL CLINIC,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MALABON,MALABON,TINAJEROS,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040110,CHINESE GENERAL HOSPITAL (CARTRIDGE - BASED PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 372,,0,1.0,0,Licensing Status:With License
DOH000000000038991,CHINESE GENERAL HOSPITAL (RT-PCR),Health Facility,COVID-19 Testing Laboratory,laboratory,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 372,,0,1.0,0,Licensing Status:With License
DOH000000000000446,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 372,Level 3,3,4.0,592,Licensing Status:With License
DOH000000000000447,"CHRIST THE KING MEDICAL CENTER UNIHEALTH LAS PIÑAS, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,PAMPLONA UNO,Level 2,2,3.0,30,Licensing Status:With License
DOH000000000049451,CHRISTIAN E. CANGCO MEDICAL CLINIC &AMP; LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,MALATE,MANILA,BARANGAY 723,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000048133,CHRISTIAN E. CANGCO MEDICAL CLINIC AND LABORATORY INC.,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,MALATE,MANILA,BARANGAY 723,,0,1.0,0,Licensing Status:With License
DOH000000000048351,"CHRISTIAN MEDICAL CLINIC, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,QUEZON CITY,QUEZON CITY,MARIANA,,0,1.0,0,Licensing Status:With License
DOH000000000005700,CIELITO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 177,,0,1.5,0,
DOH000000000050696,CIF CENTRAL CORP.,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,LOYOLA HEIGHTS,,0,1.5,0,Licensing Status:With License
DOH000000000040761,CITIHEALTH DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,SANTA ANA,MANILA,BARANGAY 804,,0,1.5,0,Licensing Status:With License
DOH000000000039154,"CITILAB MEDICAL IMAGING &AMP; DIAGNOSTIC CENTER, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 15,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000050268,CITY GOVERNMENT EMPLOYEE'S CLINIC (CGEC),Health Facility,Rural Health Unit,rhu,Government,0,1,ERMITA,MANILA,BARANGAY 659-A,,0,1.5,0,Licensing Status:With License
DOH000000000050741,"CITYMD SURGICENTER, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SANTO DOMINGO,,0,1.5,0,Licensing Status:With License
DOH000000000046630,CJK AIR &AMP; WATER TESTING LABORATORY,Health Facility,Laboratory for Drinking Water Analysis,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,SAN ANTONIO,Chemical Analysis (drinking water),0,1.0,0,Licensing Status:With License
DOH000000000040503,CJM BIRTHING HOME,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,MOONWALK,,0,1.5,4,Licensing Status:With License
DOH000000000043866,CLEANMED HEALTH CARE CORP.,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SALVACION,,0,1.5,0,Licensing Status:With License
DOH000000000050066,CLEARBRIDGE HEALTH (PHILIPPINES) INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A JOSEFA,,0,2.0,15,Licensing Status:With License
DOH000000000048352,"CLEARBRIDGE MEDICAL PHILIPPINES, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,QUEZON CITY,QUEZON CITY,PINYAHAN,,0,1.0,0,Licensing Status:With License
DOH000000000048138,CLEMEN'S MEDICAL CLINIC,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,MALATE,MANILA,BARANGAY 694,,0,1.0,0,Licensing Status:With License
DOH000000000040797,CLINICA CARITAS - CUBAO,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SOCORRO,,0,1.5,0,Licensing Status:With License
DOH000000000040824,CLINICA CARITAS - LAGRO,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,GREATER LAGRO,,0,1.5,0,Licensing Status:With License
DOH000000000039240,CLINICA CARITAS - MAKATI,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,SAN LORENZO,,0,1.5,0,Licensing Status:With License
DOH000000000046412,CLINICA MANILA PASIG,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF PASIG,PASIG,UGONG,,0,1.5,0,Licensing Status:With License
DOH000000000043858,CLINICA PALANCA HEALTH INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUIAPO,MANILA,BARANGAY 384,,0,1.5,0,Licensing Status:With License
DOH000000000041294,CLINICA RODRIGUEZ DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,PASAY CITY,PASAY,BARANGAY 60,,0,1.5,0,Licensing Status:With License
DOH000000000039186,CLINICA SAN JUDIEL DE ARCANGHEL,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 175,Level 1,1,2.5,0,Licensing Status:With License
DOH000000000048139,"CLINICAL OCCUPATIONAL MEDICINE &AMP; TREATMENT CENTRE, INC. (CLINICOMED, INC.)",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,MALATE,MANILA,BARANGAY 708,,0,1.0,0,Licensing Status:With License
DOH000000000048095,"CLINILAB MEDICAL SERVICES, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,CITY OF MAKATI,MAKATI,PIO DEL PILAR,,0,1.0,0,Licensing Status:With License
DOH000000000040763,CLM LABORATORY AND DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000049458,CLN DRUG SCREENING LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,BAGONG LIPUNAN NG CRAME,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049459,CMI WELLNESS DIAGNOSTIC CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,CULIAT,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040413,CMM MEDICAL AND DIAGNOSTIC CLINIC CORPORATION,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 13,,0,1.5,0,Licensing Status:With License
DOH000000000005323,COLOONG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,COLOONG,,0,1.5,0,
DOH000000000007662,COMEMBO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF TAGUIG,TAGUIG,COMEMBO,,0,1.5,0,
DOH000000000040852,COMEMBO SATELLITE LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,COMEMBO,,0,1.5,0,Licensing Status:With License
DOH000000000041081,"COMMCARE, INC. - BETTERLIVING",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,DON BOSCO,,0,1.5,0,Licensing Status:With License
DOH000000000041082,"COMMCARE, INC. - MERVILLE",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,MERVILLE,,0,1.5,0,Licensing Status:With License
DOH000000000043869,"COMMCARE, INC. - TAGUIG",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,PINAGSAMA,,0,1.5,0,Licensing Status:With License
DOH000000000053065,"COMMONHEALTH DIAGNOSTIC AND WELLNESS CENTER, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000040803,COMMONWEALTH CLINICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000003484,COMMONWEALTH HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000023752,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,GREATER LAGRO,Level 2,2,3.0,148,Licensing Status:With License
DOH000000000040563,COMPETENTE'S BIRTHING HOME &AMP; MEDICAL CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 176-A,,0,1.5,5,Licensing Status:With License
DOH000000000050246,CONCEIVE IVF MANILA INC.,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,WEST TRIANGLE,,0,1.5,0,Licensing Status:With License
DOH000000000000197,CONCEPCION DOS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF MARIKINA,MARIKINA,CONCEPCION DOS,,0,1.5,0,Licensing Status:With License
DOH000000000000839,CONCEPCION HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MALABON,MALABON,CONCEPCION,,0,1.5,0,
DOH000000000007296,CONCEPCION HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,MARULAS,,0,1.5,0,
DOH000000000002574,CONCEPCION UNO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF MARIKINA,MARIKINA,CONCEPCION UNO,,0,1.5,0,Licensing Status:With License
DOH000000000051676,CONCEPCION UNO SUPER HEALTH CENTER,Health Facility,Animal Bite Treatment Center,other,Government,0,0,CITY OF MARIKINA,MARIKINA,CONCEPCION UNO,,0,1.0,0,Licensing Status:Without License
DOH000000000044199,CONGRESS SATELLITE CENTER,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 173,,0,1.5,0,
DOH000000000000931,CORAZON DE JESUS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF SAN JUAN,SAN JUAN,CORAZON DE JESUS,,0,1.5,0,
DOH000000000053064,CORDLIFE MEDICAL PHILS. INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,U.P. CAMPUS,,0,1.5,0,Licensing Status:With License
DOH000000000041649,"CORE RENAL CENTER, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF MAKATI,MAKATI,PIO DEL PILAR,,0,2.0,0,Licensing Status:With License
DOH000000000054631,CORNERSTONE DIAGNOSTIC CLINIC CORP.,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,CITY OF TAGUIG,TAGUIG,USUSAN,,0,1.0,0,Licensing Status:With License
DOH000000000040791,CORRALES MEDICAL AND DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,Licensing Status:With License
DOH000000000046475,COSMEDICS A DERMASTER CLINIC (NEW),Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,,0,1.5,0,Licensing Status:With License
DOH000000000047462,"COTECNA ELITE PHILIPPINES, INC.",Health Facility,Laboratory for Drinking Water Analysis,laboratory,Private,1,1,CITY OF TAGUIG,TAGUIG,UPPER BICUTAN,,0,1.0,0,Licensing Status:With License
DOH000000000041031,COUNTRYSIDE MEDICAL CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,SANTA LUCIA,,0,1.5,0,Licensing Status:With License
DOH000000000044417,"CRANIO-FACIAL FOUNDATION OF THE  PHILIPPINES, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,SANTA ANA,MANILA,BARANGAY 896,,0,1.5,0,Licensing Status:With License
DOH000000000040671,CRISTO REY LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 57,,0,1.5,1,Licensing Status:With License
DOH000000000040566,CROSMEDICA MEDICAL LABORATORY AND DIAGNOSTIC SERVICES,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,MILAGROSA,,0,1.5,0,Licensing Status:With License
DOH000000000054625,CROSS RENAL CARE,Health Facility,Dialysis Clinic,dialysis,Government,0,1,ERMITA,MANILA,BARANGAY 670,,0,2.0,0,Licensing Status:With License
DOH000000000000462,"CRUZ-DALIDA HOSPITAL, INC.",Health Facility,Infirmary,infirmary,Private,1,1,QUEZON CITY,QUEZON CITY,SANTA MONICA,,0,2.5,8,Licensing Status:With License
DOH000000000049461,CRUZ-RABE MATERNITY &AMP; GENERAL HOSPITAL DRUG TESTING LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF TAGUIG,TAGUIG,TUKTUKAN,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000003264,CRUZ-RABE MATERNITY AND GENERAL HOSPITAL,Health Facility,Hospital,hospital,Private,1,1,CITY OF TAGUIG,TAGUIG,TUKTUKAN,Level 1,1,2.5,25,Licensing Status:With License
